,title,publisher,release_date,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Released on PS2
43248,Alien Syndrome,Sega,1988-01-01,Wii,Role-Playing,0.06,0.0,0.0,0.0,0.06,False
43249,Alien Syndrome,Sega,2009-09-30,PSP,Role-Playing,0.07,0.0,0.0,0.01,0.08,False
43250,Alien Syndrome,Sega,2009-09-30,Wii,Role-Playing,0.06,0.0,0.0,0.0,0.06,False
43251,Alien Trilogy,Acclaim Entertainment,1996-07-31,PS,Shooter,0.24,0.16,0.04,0.03,0.47,False
43252,Alien Trilogy,Acclaim Entertainment,1996-11-30,PS,Shooter,0.24,0.16,0.04,0.03,0.47,False
43278,Alien,Sega-AM7,1984-01-01,2600,Action,0.74,0.04,0.0,0.01,0.79,False
43280,Alien,Sega AM7,1985-01-01,2600,Action,0.74,0.04,0.0,0.01,0.79,False
43319,Aliens vs Predator,Sega,2011-02-15,X360,Shooter,0.55,0.4,0.0,0.11,1.06,False
43320,Aliens vs Predator,Sega,2011-02-15,PS3,Shooter,0.41,0.47,0.0,0.18,1.05,False
43321,Aliens vs Predator,Sega,2011-02-15,PC,Shooter,0.0,0.17,0.0,0.02,0.19,False
43355,All-Star Baseball 2000,Acclaim Entertainment,1999-01-01,N64,Sports,0.36,0.03,0.0,0.0,0.39,False
43356,All-Star Baseball 2001,Acclaim Entertainment,2000-06-01,N64,Sports,0.22,0.01,0.0,0.0,0.23,False
43357,All-Star Baseball 2004,Acclaim Entertainment,2003-01-01,PS2,Sports,0.21,0.16,0.0,0.05,0.42,True
43358,All-Star Baseball 2004,Acclaim Entertainment,2003-01-01,XB,Sports,0.1,0.03,0.0,0.0,0.13,False
43359,All-Star Baseball 2004,Acclaim Entertainment,2003-01-01,GC,Sports,0.06,0.02,0.0,0.0,0.08,False
43360,All-Star Baseball 2004,Acclaim Entertainment,2003-01-01,GBA,Sports,0.05,0.02,0.0,0.0,0.07,False
43361,All-Star Baseball 99,Acclaim Entertainment,1998-05-01,N64,Sports,0.44,0.04,0.0,0.0,0.48,False
43371,Alleyway,Nintendo,2011-06-06,GB,Puzzle,0.96,0.38,0.55,0.05,1.94,False
43375,Allied General,SSI,1996-01-31,PS,Strategy,0.11,0.07,0.0,0.01,0.19,False
43380,Alone in the Dark,Interplay,1993-01-01,X360,Adventure,0.14,0.3,0.0,0.05,0.49,False
43381,Alone in the Dark,Interplay,1993-01-01,Wii,Adventure,0.09,0.08,0.0,0.02,0.18,False
43382,Alone in the Dark,Interplay,1993-01-01,PS2,Adventure,0.03,0.02,0.0,0.01,0.06,True
43383,Alone in the Dark,Interplay,1993-01-01,PC,Adventure,0.0,0.01,0.0,0.0,0.01,False
43384,Alone in the Dark,Atari,2011-02-22,X360,Adventure,0.14,0.3,0.0,0.05,0.49,False
43385,Alone in the Dark,Atari,2011-02-22,Wii,Adventure,0.09,0.08,0.0,0.02,0.18,False
43386,Alone in the Dark,Atari,2011-02-22,PS2,Adventure,0.03,0.02,0.0,0.01,0.06,True
43387,Alone in the Dark,Atari,2011-02-22,PC,Adventure,0.0,0.01,0.0,0.0,0.01,False
43388,Alone in the Dark,Atari,2008-11-18,X360,Adventure,0.14,0.3,0.0,0.05,0.49,False
43389,Alone in the Dark,Atari,2008-11-18,Wii,Adventure,0.09,0.08,0.0,0.02,0.18,False
43390,Alone in the Dark,Atari,2008-11-18,PS2,Adventure,0.03,0.02,0.0,0.01,0.06,True
43391,Alone in the Dark,Atari,2008-11-18,PC,Adventure,0.0,0.01,0.0,0.0,0.01,False
43406,Alone in the Dark: One-Eyed Jack's Revenge,Kokopeli Digital Studios,1996-07-15,PS,Adventure,0.17,0.12,0.0,0.02,0.31,False
43407,Alone in the Dark: The New Nightmare,Infogrames,2001-06-27,PS,Adventure,0.09,0.06,0.0,0.01,0.16,False
43409,Alone in the Dark: The New Nightmare,Infogrames,2001-09-24,PS,Adventure,0.09,0.06,0.0,0.01,0.16,False
43457,Amatsumi Sora ni! Kumo no Hatate ni,Prototype,2011-12-01,PSV,Adventure,0.0,0.0,0.02,0.0,0.02,False
43470,America Oudan Ultra-Quiz,Tomy Corporation,1990-12-23,SAT,Misc,0.0,0.0,0.02,0.0,0.02,False
43471,America Oudan Ultra-Quiz,Victor Interactive,1996-02-23,SAT,Misc,0.0,0.0,0.02,0.0,0.02,False
43472,America Oudan Ultra-Quiz,DigiCube,2002-03-28,SAT,Misc,0.0,0.0,0.02,0.0,0.02,False
43473,America Oudan Ultra-Quiz,Tomy Corporation,1992-11-20,SAT,Misc,0.0,0.0,0.02,0.0,0.02,False
43480,American Chopper,Activision,2004-12-22,PS2,Racing,0.35,0.01,0.0,0.06,0.42,True
43481,American Chopper,Activision,2004-12-22,XB,Racing,0.11,0.03,0.0,0.01,0.15,False
43563,Andretti Racing,EA Sports,1997-11-17,PS,Racing,0.43,0.29,0.0,0.05,0.77,False
43564,Andretti Racing,EA Sports,1997-11-30,PS,Racing,0.43,0.29,0.0,0.05,0.77,False
43591,Angelique Duet,KOEI,2006-04-06,PS,Strategy,0.0,0.0,0.04,0.0,0.04,False
43611,Angry Birds,Chillingo,2011-01-04,PC,Puzzle,0.0,0.18,0.0,0.05,0.24,False
43613,Angry Birds,Rovio Mobile,2010-10-15,PC,Puzzle,0.0,0.18,0.0,0.05,0.24,False
43614,Angry Birds,Rovio Mobile,2011-06-29,PC,Puzzle,0.0,0.18,0.0,0.05,0.24,False
43615,Angry Birds,Activision,2012-09-25,PC,Puzzle,0.0,0.18,0.0,0.05,0.24,False
43616,Angry Birds,Rovio Mobile,2013-10-15,PC,Puzzle,0.0,0.18,0.0,0.05,0.24,False
43618,Angry Birds,Activision,2013-08-13,PC,Puzzle,0.0,0.18,0.0,0.05,0.24,False
43673,Animaniacs: The Great Edgar Hunt,Ignition Entertainment,2005-08-29,GC,Platform,0.02,0.01,0.0,0.0,0.03,False
43691,Ant Nation,Konami,2009-07-13,DS,Simulation,0.06,0.01,0.0,0.01,0.07,False
43709,Antz Extreme Racing,Empire Interactive,2002-08-28,PS2,Racing,0.02,0.02,0.0,0.01,0.04,True
43710,Antz Extreme Racing,Empire Interactive,2002-08-28,XB,Racing,0.01,0.0,0.0,0.0,0.02,False
43713,Anubis II,Metro3D,2005-07-08,Wii,Platform,0.06,0.0,0.0,0.0,0.07,False
43714,Anubis II,Metro3D,2005-07-14,Wii,Platform,0.06,0.0,0.0,0.0,0.07,False
43725,Aoishiro,Success,2008-11-21,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,True
43784,Apache: Air Assault,Activision,2011-11-29,PS3,Simulation,0.11,0.07,0.0,0.03,0.22,False
43785,Apache: Air Assault,Activision,2011-11-29,X360,Simulation,0.12,0.04,0.0,0.01,0.17,False
43786,Apache: Air Assault,Activision,2011-11-29,PC,Simulation,0.0,0.03,0.0,0.01,0.03,False
43787,Apassionata: Die Galanacht der Pferde,RTL,2009-11-02,DS,Simulation,0.0,0.04,0.0,0.01,0.05,False
43790,Ape Escape 2,Sony Interactive Entertainment,2016-08-02,PS2,Platform,0.12,0.09,0.38,0.03,0.63,True
43794,Apex,Microsoft,2011-09-07,XB,Racing,0.1,0.03,0.0,0.0,0.14,False
43854,Arabians Lost: The Engagement on Desert,Quinrose,2006-08-11,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,True
43855,Arabians Lost: The Engagement on Desert,Quinrose,2006-08-11,PSP,Adventure,0.0,0.0,0.01,0.0,0.01,False
43926,Archer Maclean Presents: Pool Paradise,Ignition Entertainment,2004-04-01,PS2,Sports,0.03,0.02,0.0,0.01,0.06,True
43927,Archer Maclean Presents: Pool Paradise,Ignition Entertainment,2004-04-01,GC,Sports,0.02,0.01,0.0,0.0,0.03,False
43928,Archer Maclean's 3D Pool,Ignition Entertainment,2003-10-17,GBA,Misc,0.05,0.02,0.0,0.0,0.07,False
43930,Archer Maclean's Mercury,Ignition Entertainment,2008-12-03,PSP,Puzzle,0.17,0.24,0.0,0.14,0.56,False
43973,Armored Core SL: Silent Line Portable,From Software,2010-02-04,PSP,Simulation,0.0,0.0,0.03,0.0,0.03,False
43975,Armored Core: Last Raven Portable,From Software,2010-05-04,PSP,Simulation,0.0,0.0,0.03,0.0,0.03,False
43983,Armorines: Project S.W.A.R.M.,Acclaim Entertainment,1999-12-01,N64,Shooter,0.21,0.05,0.0,0.0,0.26,False
43984,Armorines: Project S.W.A.R.M.,Acclaim Entertainment,1999-12-01,PS,Shooter,0.05,0.03,0.0,0.01,0.08,False
43988,Army Corps of Hell,Square Enix,2012-02-22,PSV,Action,0.05,0.04,0.0,0.02,0.1,False
43999,Are You Smarter Than A 5th Grader?,THQ,2007-08-27,DS,Misc,0.48,0.0,0.0,0.04,0.53,False
44002,Are You Smarter than a 5th Grader? Make the Grade,THQ,2008-10-15,Wii,Misc,0.51,0.0,0.0,0.04,0.55,False
44003,Are You Smarter than a 5th Grader? Make the Grade,THQ,2008-10-15,DS,Misc,0.36,0.0,0.0,0.03,0.39,False
44007,Area 51,Midway Games,1996-09-27,PS,Shooter,0.4,0.27,0.0,0.05,0.72,False
44008,Area 51,Midway Games,1996-09-27,PS2,Shooter,0.22,0.17,0.0,0.06,0.45,True
44009,Area 51,Midway Games,1996-09-27,XB,Shooter,0.22,0.06,0.0,0.01,0.29,False
44010,Area 51,Midway Games,2005-06-08,PS,Shooter,0.4,0.27,0.0,0.05,0.72,False
44011,Area 51,Midway Games,2005-06-08,PS2,Shooter,0.22,0.17,0.0,0.06,0.45,True
44012,Area 51,Midway Games,2005-06-08,XB,Shooter,0.22,0.06,0.0,0.01,0.29,False
44050,Army Men: Air Attack,3DO,2001-06-22,PS,Action,0.47,0.32,0.0,0.06,0.85,False
44051,Army Men: Air Combat,3DO,2000-11-01,N64,Action,0.19,0.05,0.0,0.0,0.24,False
44054,Army Men: RTS,3DO,2002-03-24,PS2,Strategy,0.05,0.04,0.0,0.01,0.11,True
44055,Army Men: RTS,3DO,2002-03-24,GC,Strategy,0.05,0.01,0.0,0.0,0.07,False
44056,Army Men: Sarge's Heroes,Midway Games,2000-10-30,N64,Action,0.68,0.12,0.0,0.01,0.81,False
44057,Army Men: Sarge's Heroes,Midway Games,2000-10-30,PS,Action,0.31,0.21,0.0,0.04,0.56,False
44058,Army Men: Sarge's Heroes,3DO,2000-12-15,N64,Action,0.68,0.12,0.0,0.01,0.81,False
44059,Army Men: Sarge's Heroes,3DO,2000-12-15,PS,Action,0.31,0.21,0.0,0.04,0.56,False
44060,Army Men: Sarge's Heroes 2,3DO,2000-11-01,N64,Shooter,0.34,0.07,0.0,0.0,0.42,False
44061,Army Men: Sarge's Heroes 2,3DO,2000-11-01,PS,Shooter,0.14,0.09,0.0,0.02,0.24,False
44062,Army Men: Sarge's Heroes 2,3DO,2000-11-01,PS2,Shooter,0.09,0.07,0.0,0.02,0.17,True
44065,Army Men: Sarge's War,Global Star Software,2004-07-27,GC,Shooter,0.12,0.03,0.0,0.0,0.15,False
44066,Army Men: Sarge's War,Global Star Software,2004-07-27,XB,Shooter,0.09,0.02,0.0,0.0,0.11,False
44067,Army Men: Soldiers of Misfortune,Zoo Games,2008-11-07,Wii,Shooter,0.12,0.0,0.0,0.01,0.13,False
44068,Army Men: Soldiers of Misfortune,Zoo Games,2008-11-07,DS,Shooter,0.11,0.0,0.0,0.01,0.12,False
44073,Army of Two,Electronic Arts,2009-10-20,X360,Shooter,1.09,0.38,0.02,0.16,1.65,False
44074,Army of Two,Electronic Arts,2009-10-20,PS3,Shooter,0.74,0.26,0.02,0.15,1.17,False
44077,Army of Two: The 40th Day,Electronic Arts,2010-01-14,X360,Shooter,0.62,0.24,0.0,0.08,0.95,False
44078,Army of Two: The 40th Day,Electronic Arts,2010-01-14,PS3,Shooter,0.44,0.27,0.01,0.12,0.85,False
44079,Army of Two: The 40th Day,Electronic Arts,2010-01-14,PSP,Shooter,0.12,0.13,0.0,0.08,0.32,False
44080,Army of Two: The 40th Day,Electronic Arts,2010-12-07,X360,Shooter,0.62,0.24,0.0,0.08,0.95,False
44081,Army of Two: The 40th Day,Electronic Arts,2010-12-07,PS3,Shooter,0.44,0.27,0.01,0.12,0.85,False
44082,Army of Two: The 40th Day,Electronic Arts,2010-12-07,PSP,Shooter,0.12,0.13,0.0,0.08,0.32,False
44145,Asphalt: Urban GT,Nokia,2004-11-15,DS,Racing,0.31,0.22,0.0,0.06,0.6,False
44146,Asphalt: Urban GT 2,Nokia,2005-12-06,DS,Racing,0.09,0.04,0.0,0.01,0.14,False
44147,Asphalt: Urban GT 2,Ubisoft,2010-01-07,DS,Racing,0.09,0.04,0.0,0.01,0.14,False
44148,Assassin's Creed,Ubisoft,2009-08-06,X360,Adventure,3.28,1.65,0.07,0.55,5.55,False
44149,Assassin's Creed,Ubisoft,2009-08-06,PS3,Adventure,1.91,2.0,0.09,0.83,4.83,False
44150,Assassin's Creed,Ubisoft,2009-08-06,PC,Adventure,0.01,0.83,0.0,0.08,0.92,False
44151,Assassin's Creed,Ubisoft,2011-04-12,X360,Adventure,3.28,1.65,0.07,0.55,5.55,False
44152,Assassin's Creed,Ubisoft,2011-04-12,PS3,Adventure,1.91,2.0,0.09,0.83,4.83,False
44153,Assassin's Creed,Ubisoft,2011-04-12,PC,Adventure,0.01,0.83,0.0,0.08,0.92,False
44190,Arthur and the Invisibles,Atari,2007-01-12,DS,Adventure,0.03,0.0,0.0,0.0,0.03,False
44216,Assassin's Creed II,Ubisoft,2010-09-28,PS3,Action,2.54,1.95,0.21,0.87,5.57,False
44217,Assassin's Creed II,Ubisoft,2010-09-28,X360,Action,3.1,1.56,0.08,0.51,5.27,False
44218,Assassin's Creed II,Ubisoft,2010-09-28,PC,Action,0.01,0.45,0.0,0.11,0.57,False
44227,Assassin's Creed: Bloodlines,Ubisoft,2009-11-19,PSP,Action,0.43,0.48,0.05,0.28,1.24,False
44228,Assassin's Creed: Brotherhood,Ubisoft,2011-07-12,X360,Action,2.84,0.39,0.03,0.24,3.5,False
44229,Assassin's Creed: Brotherhood,Ubisoft,2011-07-12,PS3,Action,1.87,0.57,0.11,0.3,2.84,False
44230,Assassin's Creed: Brotherhood,Ubisoft,2011-07-12,PC,Action,0.15,0.34,0.0,0.1,0.59,False
44249,Assault Rigs,Soft Bank,1997-09-11,PS,Action,0.02,0.02,0.0,0.0,0.04,False
44291,Asteroids,Atari,1987-01-01,2600,Shooter,4.0,0.26,0.0,0.05,4.31,False
44292,Asteroids,Atari,1987-01-01,PS,Shooter,0.64,0.43,0.0,0.07,1.15,False
44295,Asteroids,Accolade,1992-02-01,2600,Shooter,4.0,0.26,0.0,0.05,4.31,False
44296,Asteroids,Accolade,1992-02-01,PS,Shooter,0.64,0.43,0.0,0.07,1.15,False
44297,Asteroids,Activision,1998-11-30,2600,Shooter,4.0,0.26,0.0,0.05,4.31,False
44298,Asteroids,Activision,1998-11-30,PS,Shooter,0.64,0.43,0.0,0.07,1.15,False
44303,Astonishia Story,Ubisoft,2010-01-07,PSP,Role-Playing,0.03,0.0,0.0,0.0,0.03,False
44306,Astro Boy: The Video Game,D3 Publisher,2009-10-14,PS2,Action,0.05,0.04,0.0,0.01,0.11,True
44307,Astro Boy: The Video Game,D3 Publisher,2009-10-14,Wii,Action,0.1,0.0,0.0,0.01,0.11,False
44308,Astro Boy: The Video Game,D3 Publisher,2009-10-14,DS,Action,0.09,0.0,0.0,0.01,0.1,False
44309,Astro Boy: The Video Game,D3 Publisher,2009-10-14,PSP,Action,0.04,0.0,0.0,0.0,0.04,False
44360,Atari Anniversary Edition Redux,Atari,2011-02-16,PS,Misc,0.1,0.07,0.0,0.01,0.18,False
44376,Athens 2004,Eidos Interactive,2004-10-05,PS2,Sports,0.13,0.1,0.0,0.03,0.27,True
44379,Atlantic Quest,Maximum Games,2014-04-15,PC,Puzzle,0.0,0.02,0.0,0.0,0.02,False
44520,Avatar: The Last Airbender,THQ,2009-09-30,GC,Adventure,0.39,0.1,0.0,0.01,0.5,False
44521,Avatar: The Last Airbender,THQ,2009-09-30,DS,Adventure,0.3,0.01,0.0,0.03,0.34,False
44522,Avatar: The Last Airbender,THQ,2009-09-30,Wii,Adventure,0.24,0.02,0.0,0.02,0.28,False
44523,Avatar: The Last Airbender,THQ,2009-09-30,PSP,Adventure,0.1,0.0,0.0,0.01,0.11,False
44528,Avatar: The Last Airbender - The Burning Earth,THQ,2010-03-23,PS2,Action,0.21,0.16,0.0,0.05,0.42,True
44529,Avatar: The Last Airbender - The Burning Earth,THQ,2010-03-23,DS,Action,0.31,0.0,0.0,0.03,0.34,False
44530,Avatar: The Last Airbender - The Burning Earth,THQ,2010-03-23,Wii,Action,0.24,0.0,0.0,0.02,0.26,False
44531,Avatar: The Last Airbender - The Burning Earth,THQ,2010-03-23,X360,Action,0.11,0.01,0.0,0.01,0.14,False
44567,Azure Dreams,Konami,1999-01-01,PS,Role-Playing,0.07,0.05,0.0,0.01,0.13,False
44575,B-Boy,SouthPeak Interactive,2008-07-15,PSP,Misc,0.04,0.0,0.0,0.0,0.05,False
44651,Babysitting Mania,iWin,2008-01-02,DS,Simulation,0.24,0.0,0.0,0.02,0.26,False
44668,Back to the Future: The Game,Telltale Games,2011-02-15,PS4,Adventure,0.1,0.04,0.0,0.03,0.17,False
44669,Back to the Future: The Game,Telltale Games,2011-02-15,PS3,Adventure,0.07,0.01,0.0,0.01,0.09,False
44670,Back to the Future: The Game,Telltale Games,2011-02-15,Wii,Adventure,0.05,0.0,0.0,0.0,0.06,False
44671,Back to the Future: The Game,Telltale Games,2011-02-15,X360,Adventure,0.02,0.01,0.0,0.0,0.03,False
44672,Back to the Future: The Game,Telltale Games,2011-02-15,XOne,Adventure,0.0,0.02,0.0,0.0,0.02,False
44699,Backyard Baseball,Humongous,1997-10-10,PS2,Sports,0.24,0.19,0.0,0.06,0.49,True
44700,Backyard Baseball,Humongous,1997-10-10,GBA,Sports,0.31,0.11,0.0,0.01,0.43,False
44701,Backyard Baseball,Humongous,1997-10-10,GC,Sports,0.1,0.03,0.0,0.0,0.13,False
44706,Backyard Basketball,Infogrames,2003-05-31,GBA,Sports,0.13,0.05,0.0,0.0,0.18,False
44707,Backyard Hockey,Infogrames,2002-10-18,GBA,Sports,0.14,0.05,0.0,0.0,0.2,False
44708,Backyard Hockey,Infogrames,2002-10-18,DS,Sports,0.07,0.0,0.0,0.01,0.07,False
44711,Backyard NFL Football,GT Interactive,1999-01-01,GBA,Sports,0.4,0.15,0.0,0.01,0.56,False
44712,Backyard NFL Football,GT Interactive,1999-01-01,GC,Sports,0.2,0.05,0.0,0.01,0.26,False
44713,Backyard NFL Football,GT Interactive,1999-01-01,Wii,Sports,0.02,0.0,0.0,0.0,0.03,False
44714,Backyard NFL Football,GT Interactive,1999-01-01,DS,Sports,0.02,0.0,0.0,0.0,0.02,False
44716,Backyard NFL Football '09,Atari,2008-10-29,Wii,Sports,0.2,0.0,0.0,0.02,0.21,False
44717,Backyard NFL Football '09,Atari,2008-10-29,PS2,Sports,0.08,0.07,0.0,0.02,0.17,True
44718,Backyard NFL Football '09,Atari,2008-10-29,DS,Sports,0.07,0.0,0.0,0.01,0.08,False
44721,Backyard NFL Football 2006,Atari,2005-09-20,PS2,Sports,0.1,0.08,0.0,0.03,0.2,True
44722,Backyard NFL Football 2006,Atari,2005-09-20,GBA,Sports,0.02,0.01,0.0,0.0,0.03,False
44724,Backyard Skateboarding 2006,Atari,2005-10-04,GBA,Sports,0.04,0.02,0.0,0.0,0.06,False
44755,Bahamut Lagoon,Square Enix,2009-09-29,SNES,Role-Playing,0.0,0.0,0.62,0.0,0.62,False
44759,Baja: Edge of Control,THQ,2010-03-16,PS3,Racing,0.1,0.08,0.0,0.04,0.21,False
44760,Baja: Edge of Control,THQ,2010-03-16,X360,Racing,0.12,0.06,0.0,0.02,0.2,False
44765,Baku Baku,Sega,1996-01-01,SAT,Puzzle,0.0,0.0,0.05,0.0,0.05,False
44766,Baku Baku,Tec Toy,1998-01-01,SAT,Puzzle,0.0,0.0,0.05,0.0,0.05,False
44767,Baku Baku,Sega,1996-11-27,SAT,Puzzle,0.0,0.0,0.05,0.0,0.05,False
44771,Bakugan Battle Brawlers: Defenders of the Core,Activision,2010-10-26,DS,Action,0.42,0.02,0.02,0.03,0.49,False
44772,Bakugan Battle Brawlers: Defenders of the Core,Activision,2010-10-26,Wii,Action,0.15,0.01,0.0,0.01,0.17,False
44773,Bakugan Battle Brawlers: Defenders of the Core,Activision,2010-10-26,PS3,Action,0.14,0.01,0.0,0.02,0.17,False
44774,Bakugan Battle Brawlers: Defenders of the Core,Activision,2010-10-26,PSP,Action,0.09,0.04,0.0,0.03,0.15,False
44775,Bakugan Battle Brawlers: Defenders of the Core,Activision,2010-10-26,X360,Action,0.11,0.02,0.0,0.01,0.15,False
44834,Balloon Fight,Nintendo,2007-07-16,NES,Platform,0.39,0.09,0.43,0.01,0.92,False
44870,Banjo-Kazooie: Nuts & Bolts,Microsoft Game Studios,2010-01-05,X360,Platform,0.32,0.36,0.0,0.09,0.78,False
44871,Banjo-Tooie,Microsoft Game Studios,2009-04-29,N64,Platform,0.82,0.36,0.25,0.06,1.49,False
44877,Barbarian,Titus,2004-01-01,PS2,Fighting,0.07,0.06,0.0,0.02,0.14,True
44879,Barbarian,Palace Software,1989-01-01,PS2,Fighting,0.07,0.06,0.0,0.02,0.14,True
44891,Barbie as the Princess and the Pauper,VU Games,2004-09-09,GBA,Adventure,0.01,0.0,0.0,0.0,0.02,False
44900,Barbie Horse Adventures: Riding Camp,Activision,2008-10-28,DS,Sports,0.51,0.0,0.0,0.04,0.55,False
44901,Barbie Horse Adventures: Riding Camp,Activision,2008-10-28,Wii,Sports,0.18,0.0,0.0,0.01,0.2,False
44902,Barbie Horse Adventures: Riding Camp,Activision,2008-10-28,PS2,Sports,0.09,0.07,0.0,0.02,0.19,True
44903,Barbie in The 12 Dancing Princesses,Activision,2006-11-28,DS,Adventure,0.09,0.01,0.0,0.01,0.11,False
44904,Barbie in The 12 Dancing Princesses,Activision,2006-10-10,DS,Adventure,0.09,0.01,0.0,0.01,0.11,False
44905,Barbie in The 12 Dancing Princesses,Activision,2006-11-14,DS,Adventure,0.09,0.01,0.0,0.01,0.11,False
44910,Barbie Super Sports,Mattel Interactive,2001-04-21,PS,Sports,0.12,0.08,0.0,0.01,0.22,False
44939,Baroque,Sting,1998-05-21,PS2,Role-Playing,0.05,0.04,0.02,0.01,0.13,True
44940,Baroque,Sting,1998-05-21,Wii,Role-Playing,0.07,0.0,0.0,0.0,0.08,False
44941,Baroque,Sting,1999-10-28,PS2,Role-Playing,0.05,0.04,0.02,0.01,0.13,True
44942,Baroque,Sting,1999-10-28,Wii,Role-Playing,0.07,0.0,0.0,0.0,0.08,False
44947,Baseball,Nintendo,2007-01-01,NES,Sports,0.73,0.1,2.35,0.02,3.2,False
44948,Baseball,Nintendo,2007-01-01,GB,Sports,0.66,0.27,0.65,0.03,1.61,False
44949,Baseball,Nintendo,2011-07-14,NES,Sports,0.73,0.1,2.35,0.02,3.2,False
44950,Baseball,Nintendo,2011-07-14,GB,Sports,0.66,0.27,0.65,0.03,1.61,False
45025,Batman Beyond: Return of the Joker,Ubisoft,2000-11-20,PS,Action,0.09,0.06,0.0,0.01,0.17,False
45026,Batman Beyond: Return of the Joker,Ubisoft,2000-11-20,N64,Action,0.07,0.02,0.0,0.0,0.09,False
45031,Batman Forever: The Arcade Game,Acclaim Entertainment,1996-11-30,PS,Action,0.02,0.01,0.0,0.0,0.03,False
45065,Batman: Vengeance,Ubisoft,2001-12-18,PS2,Adventure,0.27,0.21,0.0,0.07,0.55,True
45066,Batman: Vengeance,Ubisoft,2001-12-18,GC,Adventure,0.2,0.05,0.0,0.01,0.26,False
45067,Batman: Vengeance,Ubisoft,2001-12-18,GBA,Adventure,0.13,0.05,0.0,0.0,0.18,False
45068,Batman: Vengeance,Ubisoft,2002-10-08,PS2,Adventure,0.27,0.21,0.0,0.07,0.55,True
45069,Batman: Vengeance,Ubisoft,2002-10-08,GC,Adventure,0.2,0.05,0.0,0.01,0.26,False
45070,Batman: Vengeance,Ubisoft,2002-10-08,GBA,Adventure,0.13,0.05,0.0,0.0,0.18,False
45077,Battle Arena Toshinden,Takara,1996-11-01,PS,Fighting,0.39,0.26,0.53,0.08,1.27,False
45078,Battle Arena Toshinden,Playmates,1996-04-30,PS,Fighting,0.39,0.26,0.53,0.08,1.27,False
45079,Battle Arena Toshinden 2,Microsoft,1997-01-01,PS,Fighting,0.15,0.1,0.41,0.05,0.71,False
45110,Battle Dodge Ball,Banpresto,1992-10-16,SNES,Sports,0.0,0.0,0.33,0.0,0.33,False
45112,Battle Engine Aquila,Encore,2003-10-23,PS2,Shooter,0.02,0.01,0.0,0.0,0.03,True
45113,Battle Engine Aquila,Encore,2003-10-23,XB,Shooter,0.01,0.0,0.0,0.0,0.02,False
45114,Battle Engine Aquila,Atari,2007-01-01,PS2,Shooter,0.02,0.01,0.0,0.0,0.03,True
45115,Battle Engine Aquila,Atari,2007-01-01,XB,Shooter,0.01,0.0,0.0,0.0,0.02,False
45116,Battle Fantasia,Aksys Games,2009-12-22,X360,Fighting,0.07,0.0,0.01,0.01,0.09,False
45117,Battle Fantasia,Aksys Games,2009-12-22,PS3,Fighting,0.0,0.0,0.01,0.0,0.01,False
45176,Battle Stations,Electronic Arts,1997-01-01,PS,Strategy,0.43,0.29,0.0,0.05,0.78,False
45206,Battlefield 2: Modern Combat,Electronic Arts,2009-11-03,XB,Shooter,0.39,0.15,0.0,0.02,0.56,False
45207,Battlefield 2: Modern Combat,Electronic Arts,2009-11-03,PS2,Shooter,0.37,0.01,0.0,0.06,0.44,True
45208,Battlefield 2: Modern Combat,Electronic Arts,2009-11-03,X360,Shooter,0.35,0.02,0.01,0.03,0.41,False
45213,Battlefield: Bad Company,Electronic Arts,2009-08-11,X360,Shooter,0.81,0.46,0.04,0.15,1.46,False
45214,Battlefield: Bad Company,Electronic Arts,2009-08-11,PS3,Shooter,0.76,0.36,0.05,0.18,1.35,False
45215,Battlefield: Bad Company 2,Electronic Arts,2010-12-14,X360,Shooter,2.09,1.02,0.04,0.32,3.48,False
45216,Battlefield: Bad Company 2,Electronic Arts,2010-12-14,PS3,Shooter,1.33,1.12,0.08,0.45,2.97,False
45217,Battlefield: Bad Company 2,Electronic Arts,2010-12-14,PC,Shooter,0.19,0.53,0.0,0.0,0.71,False
45246,Battlestar Galactica,Sierra Online,2007-10-24,PS2,Shooter,0.08,0.06,0.0,0.02,0.16,True
45247,Battlestar Galactica,Sierra Online,2007-10-24,XB,Shooter,0.06,0.02,0.0,0.0,0.08,False
45248,Battlestar Galactica,VU Games,2007-10-30,PS2,Shooter,0.08,0.06,0.0,0.02,0.16,True
45249,Battlestar Galactica,VU Games,2007-10-30,XB,Shooter,0.06,0.02,0.0,0.0,0.08,False
45251,Battlestations: Midway,Eidos Interactive,2010-05-25,X360,Strategy,0.21,0.02,0.0,0.02,0.26,False
45252,Battlestations: Midway,Eidos Interactive,2010-05-25,PC,Strategy,0.0,0.01,0.0,0.0,0.01,False
45253,Battlestations: Pacific,Eidos Interactive,2010-05-11,X360,Strategy,0.17,0.12,0.01,0.03,0.33,False
45254,Battlestations: Pacific,Eidos Interactive,2010-05-11,PC,Strategy,0.0,0.02,0.0,0.0,0.03,False
45259,BattleTanx,3DO,2000-04-13,N64,Action,0.26,0.06,0.0,0.0,0.33,False
45260,BattleTanx: Global Assault,3DO,2000-02-29,N64,Action,0.31,0.07,0.0,0.0,0.39,False
45279,Bayonetta,Sega,2011-02-22,PS3,Action,0.44,0.41,0.21,0.17,1.23,False
